player_name,team_long_name,team_short_name,league,Age,height,weight,overall_rating,potential,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
Juan Quintero,Rennes,REN,France Ligue 1,23,170.18,141,76.90909091,84.31818182,61.18181818,62.22727273,41.81818182,79.81818182,54.18181818,84.27272727,79.81818182,80.27272727,77.40909091,82.09090909,77.95454545,73.13636364,85.22727273,70.04545455,90,80.95454545,53,59.72727273,41.81818182,75.72727273,41.54545455,34.5,65.09090909,79.04545455,67.54545455,25.81818182,32.54545455,27.04545455,13.18181818,15.18181818,9.181818182,6.181818182,11.18181818
Mehdi Zeffane,Rennes,REN,France Ligue 1,24,175.26,139,63.27272727,72.77272727,59.81818182,41.36363636,48.77272727,56.31818182,41.5,60.22727273,48.22727273,40.72727273,42.22727273,53.72727273,81.72727273,83.09090909,75.5,60.22727273,76.77272727,67.90909091,60.72727273,85.45454545,53.13636364,58.63636364,60.59090909,60.40909091,42.31818182,50.68181818,52.72727273,60.54545455,64.31818182,64.5,14.22727273,11.22727273,8.227272727,12.22727273,9.227272727
Vincent Enyeama,Lille,LIL,France Ligue 1,34,182.88,192,78.46666667,78.33333333,24,24.6,24,39,24.06666667,24.06666667,24.26666667,69.2,28,23,46.06666667,50.8,52.2,65.8,57.26666667,35,66.13333333,32.4,71,23.33333333,37.33333333,21,24,27.2,75,24.13333333,24.13333333,24.06666667,77.33333333,77.86666667,77,76.66666667,86.46666667
Denis Bouanga,Lorient,LOR,France Ligue 1,22,180.34,157,61,72,64.25,65.25,51.25,59.25,51.25,57.75,59.25,52.25,51.25,65.25,72,70.5,65.75,52.25,59,60.25,51,38.5,52,58.25,39.25,21.5,54.25,47.25,47.25,20.25,22.25,23.25,7.25,8.25,13.25,7.25,15.25
Erwin Koffi,Lorient,LOR,France Ligue 1,21,177.8,172,55,59,40,48,42,48,48,64,50,35,39,59,73,73,75,59,66,52,54,52,63,46,35,20,56,50,58,25,25,22,7,10,8,6,11
Lindsay Rose,Lorient,LOR,France Ligue 1,24,182.88,176,66,76,60.84210526,28.26315789,61.31578947,60.42105263,24.05263158,49.36842105,28.73684211,26.57894737,49.10526316,60.94736842,64.42105263,71.31578947,60.10526316,62.15789474,57.52631579,43.31578947,69.89473684,75.05263158,71.63157895,25.73684211,66.73684211,66.05263158,28,34.57894737,28.31578947,64.68421053,67.26315789,67.57894737,13.15789474,12.15789474,11.15789474,7.157894737,10.15789474
Olivier Kemen,Lyon,LYO,France Ligue 1,20,177.8,172,56,74.5,50.3,43.3,48.3,59.7,49.3,58.3,51.3,52.3,55.3,61.3,68,63.6,71,57.3,74,58.5,70.3,68.2,69.9,42.1,64.3,55.3,48.3,53.3,56.3,46.1,51.3,52.3,15.3,8.3,5.3,10.3,8.3
Renato Civelli,Lille,LIL,France Ligue 1,33,193.04,196,72.33333333,75.5,54.27777778,46.05555556,84.27777778,65.22222222,54.88888889,30.05555556,36.05555556,46.05555556,48.77777778,57.44444444,55.22222222,54.77777778,42.66666667,65.05555556,47.33333333,57.05555556,70.22222222,66.38888889,85.22222222,54.05555556,78.11111111,67.66666667,43.94444444,52.27777778,61.11111111,74.27777778,72.16666667,62,11.38888889,9.5,21.5,15.72222222,12.61111111
Milan Bisevac,Lyon,LYO,France Ligue 1,33,185.42,187,76.26086957,78.2173913,47.7826087,41.2173913,75,69.34782609,41.13043478,43.43478261,42.13043478,53.52173913,68.56521739,64.47826087,55,61.82608696,56.08695652,68.43478261,59.43478261,62.56521739,75.13043478,74.95652174,81.13043478,54.13043478,78.13043478,76.7826087,54.73913043,56.60869565,55.08695652,77.69565217,80.47826087,76.7826087,10.47826087,9.913043478,26.39130435,14.56521739,15.13043478
Morgan Amalfitano,Lille,LIL,France Ligue 1,31,175.26,150,72.36363636,77.18181818,72.77272727,63.86363636,57.59090909,76.59090909,69.72727273,71.81818182,72.13636364,67.5,72.13636364,75.72727273,69.77272727,71.54545455,74.13636364,70.27272727,69.77272727,71.63636364,61.18181818,68.18181818,61.68181818,67.22727273,67.13636364,64,66.81818182,81.45454545,69.5,55.22727273,57.09090909,56.27272727,6.318181818,13.59090909,19.86363636,9.090909091,13.59090909
Romain Genevois,Nice,NIC,France Ligue 1,29,182.88,165,66.39130435,71.95652174,65.26086957,40.47826087,70.17391304,59.60869565,21.52173913,47.60869565,38.13043478,26.82608696,45.82608696,53.7826087,62.2173913,68.17391304,55.39130435,59.91304348,64.34782609,36.82608696,80.17391304,66.30434783,75.60869565,24.60869565,72.52173913,60.2173913,25.26086957,51,41.04347826,64.65217391,68.08695652,66.65217391,8.565217391,9.52173913,11.73913043,14.47826087,13.65217391
Milan Gajic,Bordeaux,BOR,France Ligue 1,20,177.8,163,69,77,73,61,54,69,54,69,64,47,60,68,64,69,64,67,68,60,51,62,66,56,83,70,65,59,47,71,74,71,9,8,9,6,6
Yoan Cardinale,Nice,NIC,France Ligue 1,22,180.34,185,63.375,71.75,20,14,16,27,20,18,13,18,19,25.1875,40.875,45.8125,43.4375,61.25,56.875,23.625,54.8125,40.25,62.9375,17.25,28.625,17.875,16.5,38.5625,23,18,14,16,65.875,60.8125,58.5625,61.75,66.6875
Stephan Raheriharimanana,Nice,NIC,France Ligue 1,23,167.64,141,57.16666667,65.83333333,50,33,49,65,48,56.5,39,50,63,54,62,44,73,54,84,62,60,56,37.5,42,64,49,53,53,53,53.83333333,60,67,10,11,12,14,7
Mahamane Traore,Nice,NIC,France Ligue 1,28,175.26,163,68.14285714,74.61904762,66.14285714,56.71428571,56.71428571,72.71428571,60.42857143,71.14285714,63.42857143,42.42857143,69.38095238,70.28571429,72.42857143,74.0952381,73.76190476,70.47619048,72.14285714,71.57142857,57.42857143,66.76190476,59.52380952,68.61904762,51.9047619,62.61904762,41.38095238,72.95238095,59.19047619,47.76190476,49.28571429,48.85714286,5.666666667,9.714285714,23.38095238,12,16.57142857
Slimane Sissoko,Angers,ANG,France Ligue 1,25,190.5,174,64.42857143,69.57142857,27,67,72,62,56,62,48,42,31,66,54.85714286,62,55,58,51,64,59,57,69,56,64,15,66,58,63,28,27,26,14,10,14,13,12
Fabien Lemoine,Saint-Etienne,ETI,France Ligue 1,29,175.26,148,71.70833333,75.83333333,65.54166667,50.79166667,64.70833333,76.04166667,50.125,65.83333333,59.125,47.375,70.125,70.45833333,66.91666667,65.875,73.29166667,75.16666667,75.5,62.25,68.41666667,77.75,66.79166667,64.04166667,75.20833333,67.29166667,53.875,77.66666667,50.66666667,70.16666667,70.58333333,70.83333333,4.625,15.875,21.95833333,14.375,12.125
Billy Ketkeophomphone,Angers,ANG,France Ligue 1,26,180.34,157,65.29166667,71.16666667,61.25,64,61.95833333,63.75,55.125,66.70833333,59.79166667,48.16666667,50.70833333,65.625,79.04166667,77.25,78.25,64.04166667,68.5,68.58333333,70.54166667,72.08333333,56.04166667,62.29166667,32.95833333,41.54166667,65.20833333,60.16666667,53.66666667,18.79166667,19.41666667,20.66666667,5.375,11.375,5.375,10.375,7.375
Gregory Bourillon,Angers,ANG,France Ligue 1,32,187.96,163,71.17391304,74.69565217,63.56521739,31.13043478,74.95652174,72.52173913,43.13043478,44.52173913,52.13043478,52.30434783,63.08695652,68.69565217,48.91304348,55.26086957,46.7826087,60.39130435,54.7826087,63.04347826,69.95652174,61.82608696,70.39130435,63.39130435,72.04347826,66.86956522,36.52173913,68.30434783,65.60869565,73,75.60869565,72,7.695652174,11.30434783,23.2173913,9.652173913,11.17391304
Gnaly Maxwell Cornet,Lyon,LYO,France Ligue 1,20,177.8,152,63.3125,77.6875,39.9375,65.875,56.625,55.3125,64.0625,72,60.6875,39.0625,41.625,67.75,78.6875,77.875,74.125,47.8125,74.875,63.3125,69.75,63.75,65.8125,60.3125,41.3125,22.8125,58.5625,47.8125,66.1875,21.25,23.4375,21.5625,15.3125,12.3125,7.3125,11.3125,8.3125
Ferebory Dore,Angers,ANG,France Ligue 1,27,193.04,179,61,68,43.81818182,63.27272727,59.81818182,53.45454545,51.90909091,60.63636364,42.54545455,47.81818182,38.09090909,58.27272727,72.81818182,75.90909091,62.63636364,60.36363636,50.27272727,59,68.63636364,61.36363636,68.90909091,56.81818182,36.36363636,18.81818182,53.72727273,41.27272727,51.72727273,20.36363636,21.81818182,18.63636364,5.909090909,13.36363636,12.63636364,10.90909091,12.54545455
Rachid Ghezzal,Lyon,LYO,France Ligue 1,24,182.88,143,69.07142857,77.17857143,66.25,60.32142857,57.42857143,71.07142857,56,77.57142857,70.25,60.03571429,65.96428571,73.10714286,78,76.17857143,76.5,57.21428571,72.35714286,70.78571429,61.10714286,61.75,64.25,60.35714286,48.03571429,43.96428571,61.96428571,62.03571429,64.28571429,40.53571429,37.03571429,41.75,11.28571429,5.285714286,14.28571429,6.285714286,14.28571429
Joris Gnagnon,Rennes,REN,France Ligue 1,19,182.88,196,58.4,74.4,34,27,59,39,32,30,29,28,34,33,64,61.8,40,51,53,44,70,60,78,26,50,54,28,28,47,54.6,65,61,11,6,14,9,6
Yoann Gourcuff,Rennes,REN,France Ligue 1,30,185.42,174,78.96428571,83.64285714,76.42857143,68.03571429,74.14285714,84.07142857,71.96428571,80.96428571,82.53571429,80.46428571,79.28571429,83.42857143,71.28571429,71.67857143,80.03571429,70.71428571,69.25,78.96428571,71,64.75,73.85714286,77.60714286,65.85714286,58.75,69.28571429,85,78.32142857,51.46428571,56.5,49,9.714285714,10.25,20.82142857,11.71428571,14.82142857
Almamy Toure,Monaco,MON,France Ligue 1,20,182.88,159,64.8,78.3,57.4,34.5,64.1,56.1,29.3,56.1,47.9,34.3,45.7,59.9,70,70.8,59,61.2,64,46.3,68.4,63.2,69.4,29.5,54.3,63,48.4,37.9,39.3,66.8,69,66.3,10.3,14.3,6.3,6.3,11.3
Corentin Tolisso,Lyon,LYO,France Ligue 1,22,180.34,172,68.2,78.68,59.28,53.52,67.52,72.56,54,66.52,56.32,57.48,69.76,70.04,74.12,75.76,72.52,66.72,79,70.68,80.2,76.32,69,60.12,69.68,66.84,61.68,65.8,57.84,65.12,70.36,67.28,6.2,9.2,13.2,8.2,13.2
Loosemy Karaboue,Troyes,TRO,France Ligue 1,28,172.72,161,65.125,73.4375,72.9375,65.1875,54.375,67.25,53.125,63.1875,58.375,56.75,60.375,65.5625,80.25,80.6875,78.5625,69.3125,72.6875,68.4375,56.9375,68.75,60.5,65.6875,49.125,47.375,55.25,62.1875,52.625,22.75,26.25,17.5625,13.5,7.125,17.75,7.125,13.25
Rincon,Troyes,TRO,France Ligue 1,29,187.96,176,64.0625,69.6875,39.3125,21.375,62.125,53.8125,25.75,34.9375,21.375,27.125,43.375,50.3125,54.125,52.0625,49,60.125,54.75,54.125,74.25,64.875,68.25,36.25,65.5,63.625,33.8125,50.4375,33.625,66,64.1875,66.1875,9.375,12.625,19.375,10.375,11.875
Mouhamadou Dabo,Troyes,TRO,France Ligue 1,30,175.26,143,71.84,76.92,64.48,29.28,60.48,67.32,52,61.36,57.16,48.12,60.72,67.64,75.08,76.04,74.32,73.32,77.4,66.28,75.2,77,67.88,57.04,78.24,72.44,58.92,61,58.2,71.64,72.4,76.24,12.4,16.6,19.2,12.56,13.4
Gilles Cioni,SC Bastia,BAS,France Ligue 1,32,165.1,143,63,64.09090909,60.09090909,21.18181818,59.63636364,63.90909091,24.18181818,49.09090909,44.81818182,42.18181818,57.18181818,61.63636364,65.27272727,57.54545455,53,59.27272727,91,17.54545455,82,67.63636364,63.09090909,23.18181818,64.81818182,65.09090909,38,43.90909091,49.18181818,65.90909091,65.36363636,61.54545455,10.18181818,8.181818182,14.18181818,11.18181818,9.181818182
Sebastien Lamonge,Rennes,REN,France Ligue 1,20,170.18,143,55.5,69.5,56,47,47,67,51,56,54,48,62,59,54,60,47,53,85,52,49,45,34.5,36,47,29,42,62,56,46,50,49,9,14,8,7,8
Gelson Fernandes,Rennes,REN,France Ligue 1,30,177.8,154,72.68965517,76.34482759,54.37931034,55.4137931,61.75862069,73.89655172,70.65517241,66.93103448,56.06896552,51.93103448,69.62068966,70.65517241,72.44827586,75.51724138,66.93103448,71.68965517,69.20689655,67.03448276,72.03448276,85.5862069,71,66.48275862,81.82758621,71.48275862,66.10344828,69.65517241,51.62068966,72.03448276,74.48275862,73.13793103,12.72413793,7.344827586,22.68965517,10.65517241,13.10344828
Giovanni Sio,Rennes,REN,France Ligue 1,27,180.34,154,70.96774194,76.58064516,64.22580645,69.29032258,63.03225806,70.38709677,64.67741935,71.38709677,66.96774194,63.09677419,61.93548387,73.70967742,83.96774194,86.48387097,80.77419355,67.35483871,75.35483871,74.09677419,67.74193548,74.4516129,68.87096774,69.06451613,47.29032258,22,67.5483871,70.19354839,62,23.48387097,26.06451613,19.87096774,13.35483871,9.483870968,11.35483871,14.90322581,15.80645161
Amos Youga,GFC Ajaccio,GAJ,France Ligue 1,24,185.42,183,61.6,71.9,29.2,28.2,59.6,58.4,26.1,40.4,39.6,33,50.8,50.8,60,63.8,38.2,61.3,39.1,47.2,72.2,67.2,83.5,33,67.7,66.1,40.4,50.2,34.2,64.7,65.5,62.2,7.2,6.2,11.2,6.2,8.2
Sylvain Armand,Rennes,REN,France Ligue 1,36,182.88,181,75,76.92,72.96,47.68,70.92,77.48,58.6,60.6,69.52,72.6,75.96,72.76,60.48,63.4,65.92,74.96,65.8,73.44,70.92,74.96,77.52,58.36,69.92,72.88,57.76,60.92,63.92,75.44,78.44,78.2,8.6,10.72,22.96,10,8.6
Abdoulaye Doucoure,Rennes,REN,France Ligue 1,23,182.88,165,64.61111111,74.83333333,51.05555556,50.66666667,58.38888889,68.22222222,34.66666667,62.27777778,30.16666667,32,62.44444444,66.44444444,65.55555556,63.77777778,60.77777778,60.61111111,63.55555556,64.16666667,71,67.77777778,69.38888889,53.44444444,67.44444444,64.16666667,49.5,63.11111111,44.16666667,56.22222222,66.5,60.38888889,14.16666667,11.16666667,11.16666667,14.16666667,13.16666667
Anele Ngcongca,Troyes,TRO,France Ligue 1,29,182.88,150,70.18518519,73.33333333,65.66666667,43.44444444,65.40740741,67.14814815,45.44444444,62.62962963,60.40740741,35.85185185,64.44444444,65.81481481,77.11111111,78.55555556,80.22222222,71.55555556,72.66666667,60.59259259,81.48148148,77.85185185,66.74074074,55.40740741,68.7037037,66.96296296,55.07407407,58.44444444,44.77777778,70.62962963,70.7037037,71.11111111,14.51851852,10.51851852,10,9.62962963,14.07407407
Mario Lemina,Marseille,MAR,France Ligue 1,23,182.88,183,70.65,78.15,57.5,45.85,55.7,75.95,41.4,67.1,50.25,48.5,72.7,74.3,72.8,71.6,69.7,72.3,68.05,61,58.9,73.45,69.35,56,72.8,68.55,59.95,66.05,54.2,66.6,70.8,70.3,11.5,8.5,14.5,7.5,15.5
Ramy Bensebaini,Montpellier,MON,France Ligue 1,21,185.42,165,65.5,76.7,59.6,27.6,64.6,61.2,29.9,61.9,36.3,36.6,61.6,63.7,59.8,61,48.4,60.8,58.1,30.6,73.3,60.9,72.4,25.3,66.3,63.7,31,36.9,42.6,65.7,67.5,64.5,5.6,12.6,13.6,6.6,13.6
Yacouba Sylla,Rennes,REN,France Ligue 1,26,182.88,176,67.83333333,74.61111111,49,38,60,70.72222222,32.77777778,56.27777778,53.66666667,38.38888889,61.11111111,65.11111111,70.61111111,75.22222222,73.11111111,72.27777778,65.77777778,60.11111111,66.22222222,90.44444444,82.5,53.66666667,77.61111111,68.33333333,62.38888889,63.5,55,58.72222222,66.38888889,63.55555556,6.222222222,7.222222222,10.22222222,15.22222222,9.222222222
Jaroslav Plasil,Bordeaux,BOR,France Ligue 1,34,182.88,159,74.79310345,76.68965517,74.68965517,61.13793103,66.20689655,80.20689655,63.89655172,72.5862069,74.06896552,70.68965517,77,80.24137931,65.20689655,67.48275862,72.93103448,70.82758621,65.55172414,73.65517241,64.03448276,71,64.34482759,71.72413793,61.24137931,62.51724138,69.51724138,81.24137931,71.65517241,54.06896552,60,50.68965517,5.793103448,9.689655172,20.44827586,9.034482759,9.75862069
Alaeddine Yahia,Caen,CAE,France Ligue 1,35,187.96,179,69.28571429,70.61904762,37.52380952,39.66666667,68.38095238,61.9047619,54.23809524,40.66666667,45.23809524,48.61904762,56.04761905,56.33333333,49.57142857,57.14285714,61.80952381,69.23809524,63,58.28571429,82.23809524,55.47619048,77.57142857,46.0952381,72.14285714,66.95238095,38.23809524,56.85714286,52.0952381,69.80952381,71.33333333,65.9047619,11.23809524,15.57142857,22.95238095,16.19047619,11.76190476
Benjamin Andre,Rennes,REN,France Ligue 1,26,180.34,168,66,74.33333333,64.95238095,55.33333333,50.80952381,68,40.80952381,65.71428571,54.9047619,44.71428571,58.9047619,67.23809524,71.9047619,72.71428571,72.28571429,67.9047619,68.28571429,61.47619048,59.47619048,67.0952381,57.0952381,57.38095238,59.14285714,49.52380952,59.66666667,66.28571429,62.57142857,47.80952381,49.95238095,43.33333333,6.523809524,14.66666667,17.80952381,8.666666667,11.23809524
Florentin Pogba,Saint-Etienne,ETI,France Ligue 1,26,187.96,198,66.29411765,74.11764706,63.88235294,19.64705882,64.47058824,63.29411765,37.11764706,35.35294118,48.58823529,61.94117647,55.52941176,46.47058824,62,64.88235294,57.47058824,66.52941176,53.76470588,66.47058824,84.17647059,74.17647059,82.82352941,56.82352941,71.76470588,55.52941176,31.58823529,41.47058824,37.47058824,64.11764706,68.05882353,65.76470588,7.117647059,9.117647059,7.117647059,10.11764706,10.11764706
Vincent Pajot,Saint-Etienne,ETI,France Ligue 1,26,175.26,141,69.05882353,77.58823529,54.35294118,43.64705882,64.41176471,71.52941176,38.23529412,63.64705882,51.29411765,47.35294118,66.76470588,68,66.11764706,56.47058824,66.11764706,73.52941176,69.64705882,60.05882353,69.82352941,71.41176471,62.11764706,62,72.76470588,68.35294118,61.47058824,70.47058824,54.11764706,63.17647059,67,64.47058824,8.235294118,10.23529412,15.23529412,15.23529412,10.23529412
Jonathan Brison,Saint-Etienne,ETI,France Ligue 1,33,177.8,161,71.55555556,74.38888889,74.88888889,52.94444444,62.61111111,73.83333333,60.27777778,63.55555556,68.27777778,63.22222222,69.11111111,73.11111111,75.27777778,72.5,69.33333333,71.05555556,72.27777778,64.94444444,67,76.33333333,66.88888889,55.61111111,71.38888889,63.38888889,65.77777778,72.88888889,45.5,69.88888889,69.05555556,68.27777778,13.5,14.38888889,19.77777778,15.72222222,12.77777778
Matthieu Saunier,Troyes,TRO,France Ligue 1,26,180.34,170,62.6875,70.6875,34.8125,15.9375,54.1875,54.4375,16.1875,32.4375,23.4375,21.4375,57.75,54.5,46.1875,52.875,54.375,60.4375,62.25,33.4375,75,55.875,68.5,25.4375,65.625,58.0625,19.4375,42.9375,31.3125,64.375,65.5625,63.0625,7.25,11.25,10.25,12.25,13.25
Paul Baysse,Nice,NIC,France Ligue 1,28,187.96,187,69.80952381,76.52380952,57.28571429,32.23809524,70.76190476,64.04761905,26,52.52380952,46.0952381,33.80952381,61.38095238,63.33333333,60.0952381,61.47619048,64.0952381,65.80952381,62.19047619,52.57142857,77.9047619,69.28571429,74.80952381,43.80952381,69.14285714,65.80952381,43.28571429,61.85714286,43.28571429,71.33333333,72.28571429,68.85714286,8.80952381,15.47619048,15.42857143,13.04761905,12.23809524
Valere Germain,Nice,NIC,France Ligue 1,26,180.34,161,73.23076923,78.96153846,64.92307692,75.65384615,70.80769231,72.92307692,72.53846154,72.80769231,72.65384615,68.30769231,60.46153846,75.73076923,74.88461538,76.42307692,87.96153846,71.42307692,74.76923077,73,71.92307692,79.5,58.53846154,71.5,60.46153846,38.30769231,75.15384615,70.26923077,72.34615385,21.46153846,20.46153846,20.23076923,13.38461538,6.384615385,10.38461538,8.384615385,13.38461538
Jeremy Pied,Nice,NIC,France Ligue 1,27,172.72,152,70.34615385,77.69230769,71.57692308,66.65384615,64.46153846,71.73076923,65.61538462,73.23076923,72.76923077,64.73076923,63.92307692,71.26923077,77.42307692,76.69230769,78.5,64.92307692,70.19230769,76.69230769,63.69230769,64.69230769,58.11538462,73.11538462,65.03846154,61.30769231,64.5,69.07692308,57.88461538,49.30769231,54.19230769,53.61538462,10.69230769,10.38461538,10.73076923,15.46153846,8.692307692
Clement Chantome,Bordeaux,BOR,France Ligue 1,29,180.34,157,73.6,80.36,65.52,53.16,74.44,78,59.16,67.72,56.24,55,75.2,73.04,67.52,69.08,72,72.64,72.08,71.96,74.08,75.92,74,55.36,80.08,75.28,74.32,79.2,57.4,72.48,73.64,71.12,8.52,10,26.04,12.4,12.4
Maxime Poundje,Bordeaux,BOR,France Ligue 1,24,177.8,157,66.16666667,75.61111111,65.66666667,26.44444444,59.77777778,64.66666667,29.11111111,67.72222222,45.11111111,39.11111111,55.33333333,67.66666667,78.72222222,78,70.66666667,65.38888889,75,33.61111111,70.94444444,73.72222222,58.77777778,34.11111111,73.66666667,63.33333333,57.83333333,52.44444444,44.11111111,64.33333333,65.72222222,61.77777778,6.111111111,10.11111111,7.111111111,13.11111111,11.11111111
Ezequiel Lavezzi,Paris Saint Germain,PSG,France Ligue 1,31,172.72,165,82.19354839,83.96774194,77.41935484,75.96774194,50.51612903,76.51612903,77.03225806,86.09677419,76.38709677,74.51612903,59.70967742,84.48387097,87.32258065,86.06451613,89.96774194,80.96774194,87.83870968,80.32258065,67.22580645,78.58064516,71.48387097,72.09677419,72.64516129,38.25806452,78.19354839,79.29032258,70.16129032,20.80645161,36.83870968,29.38709677,5.870967742,15.25806452,19.29032258,10.41935484,12.83870968
Rafael,Lyon,LYO,France Ligue 1,26,175.26,152,71.26666667,79.86666667,76,70,51,74.4,61.4,72.6,79.26666667,79,74.06666667,77.53333333,69.6,78,75.86666667,76,79,68,51.6,55,54,74,45,28,70.66666667,78.4,73,39,49,51,16,9,16,8,13
Isaac Kiese Thelin,Bordeaux,BOR,France Ligue 1,24,187.96,183,61.31034483,69.24137931,42.93103448,62.34482759,61.72413793,55.10344828,50.79310345,56,43,30.5862069,44.5862069,59.93103448,63.06896552,61.93103448,62.20689655,63.37931034,42.03448276,62.03448276,70.10344828,66.5862069,78.82758621,50.79310345,48.89655172,21.31034483,64.96551724,52,50.48275862,22.24137931,21.31034483,22.5862069,10.13793103,15.13793103,10.13793103,11.13793103,7.137931034
Nicolas Pallois,Bordeaux,BOR,France Ligue 1,29,190.5,187,68.57142857,71.66666667,57.42857143,36.28571429,64.14285714,63.42857143,30.28571429,50.52380952,35.28571429,40.28571429,65.76190476,56.85714286,58.19047619,60.57142857,57.28571429,57.71428571,38.28571429,62.0952381,68,70,89,51.38095238,76.04761905,65.19047619,23.71428571,51.28571429,44.28571429,67.85714286,70.66666667,66.42857143,14.14285714,15.14285714,9.142857143,14.14285714,5.142857143
Goran Karanovic,Angers,ANG,France Ligue 1,29,185.42,181,61.47368421,65.63157895,37.26315789,61.36842105,57,56.52631579,40.21052632,57.31578947,43.57894737,35.26315789,51.26315789,59.26315789,72.42105263,80.52631579,64.89473684,63.42105263,63.15789474,62.10526316,63.57894737,61.57894737,74.05263158,46.26315789,55.36842105,44.26315789,67.63157895,54.26315789,52.52631579,29.26315789,34.26315789,25.26315789,11.05263158,8.052631579,6.052631579,11.05263158,11.05263158
Cedric Yambere,Bordeaux,BOR,France Ligue 1,26,190.5,179,63.625,70.5,29.25,22.875,68,53.25,28.25,25.75,27.25,27.25,30.125,36.75,53.875,58,45.5,56.875,46,34.25,72.125,59.5,81.5,20.25,70.25,61.25,30.375,35.5,33.25,62,66,57.5,10.25,14.25,10.25,8.25,10.25
Ludovic Blas,Guingamp,GUI,France Ligue 1,19,180.34,141,58.5,71.5,48,45.5,50,68,44,60.25,44,41,61,55.25,69.75,65,67.5,53,74,65,58,61,50,54.5,64,56,54,54.25,54,51.75,58,58.5,12,9,14,14,15
Nolan Roux,Saint-Etienne,ETI,France Ligue 1,28,182.88,172,72.65384615,76.88461538,60.42307692,77.03846154,70.34615385,69.46153846,73.19230769,67.69230769,67.53846154,61.11538462,53.69230769,69.11538462,71.92307692,75.88461538,72.84615385,75.11538462,66.88461538,72.69230769,70.38461538,67.92307692,67.07692308,71.19230769,47.46153846,40.84615385,71.84615385,67.92307692,68.80769231,21,35.46153846,17.61538462,9.076923077,13.69230769,8.692307692,8.615384615,12.84615385
Alexandre Lacazette,Lyon,LYO,France Ligue 1,25,175.26,161,76.5625,83.1875,66.4375,79.34375,71,74.28125,67.8125,80.03125,60.78125,61.0625,60.84375,77.0625,85.15625,84.875,81.6875,74.125,78.71875,75.28125,72.6875,70.96875,67.65625,70,53.5625,46.9375,78.65625,70.84375,70.65625,28.3125,31.6875,34.0625,10.5625,7.0625,11.4375,6.125,7.0625
Charles Diers,Angers,ANG,France Ligue 1,35,185.42,174,61.5,62.8,61.85,51.05,50.45,62.45,45.05,64.6,46.05,57.95,53.45,62.35,64.3,67,70.5,57.05,59.25,54.85,62.75,58.85,67.6,52.55,45.75,36.1,53.65,71.5,58.25,37.05,37.05,33.05,10.15,12.95,18.75,8.15,8.95
Abdelhamid El Kaoutari,Reims,REI,France Ligue 1,26,180.34,161,68.28571429,73.57142857,61.14285714,20.04761905,62.33333333,61.85714286,23.19047619,43.9047619,22.19047619,22.19047619,55.52380952,58.28571429,64.52380952,66.0952381,48.52380952,65.9047619,61.14285714,55.33333333,70.66666667,61.38095238,71.19047619,34.57142857,77.85714286,64,45.61904762,51.52380952,31.0952381,68.85714286,69.0952381,72.0952381,7.761904762,11.9047619,14.61904762,9.333333333,10.19047619
Mickael Tacalfred,Reims,REI,France Ligue 1,35,175.26,152,68.5,69.875,64.04166667,29.45833333,66.66666667,64.79166667,40.45833333,53.66666667,55.625,49.58333333,61.29166667,64.66666667,63.33333333,63.45833333,62.95833333,61.75,70.25,62.58333333,70.75,70.04166667,71.29166667,51.79166667,71.91666667,64.20833333,33.79166667,49.04166667,47.08333333,69.41666667,68.625,69.29166667,13.125,5.208333333,12.125,15.04166667,8.166666667
Sergi Darder,Lyon,LYO,France Ligue 1,23,180.34,154,69.43478261,75.60869565,48.91304348,39.13043478,35.65217391,77.17391304,36.04347826,63.82608696,61.86956522,54.26086957,73.47826087,73.56521739,62.47826087,58.56521739,64.86956522,61.26086957,61.04347826,56.2173913,53.91304348,63.60869565,60.43478261,54.26086957,48.26086957,69.2173913,58.30434783,75,38.26086957,52.60869565,64.47826087,61.13043478,6.260869565,9.260869565,5.260869565,13.26086957,5.260869565
Oussama Tannane,Saint-Etienne,ETI,France Ligue 1,22,177.8,176,66.21052632,76.78947368,54.36842105,61.42105263,48.10526316,61.94736842,61.21052632,75.31578947,75.89473684,67.15789474,55.52631579,73.84210526,74.47368421,75.68421053,72.31578947,60.42105263,70.68421053,80.26315789,62.68421053,56.94736842,74.10526316,68.21052632,72.47368421,25.26315789,62.05263158,54.57894737,58.94736842,35.26315789,26.26315789,27.26315789,8.263157895,5.263157895,6.263157895,10.26315789,9.263157895
Loic Perrin,Saint-Etienne,ETI,France Ligue 1,31,180.34,179,76.92,79.84,68.36,60.92,72.76,76.52,49.76,64.8,59.32,52.28,76.68,76.32,68.6,68.64,63.8,75.92,74.2,74,74.92,74.12,74.64,66.56,78.48,76.48,60.44,68.24,66.84,76,77.12,75.92,6.24,8.56,22.16,12.12,14.4
